input,output
"[913.0, 264.0, 730.0, 1975.0, 341.0, 2176.0, 53.0, 493.0, 160.0, 67.0, 2646.0, 143.0, 209.0, 153.0, 14432.0, 1593.0, 551.0, 3109.0, 223.0, 977.0, 1994.0, 331.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0
"[420.0, 220.0, 670.0, 2130.0, 251.0, 2250.0, 62.0, 354.0, 124.0, 33.0, 2510.0, 119.0, 178.0, 239.0, 13832.0, 1667.0, 592.0, 3134.0, 245.0, 938.0, 2111.0, 316.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[624.0, 185.0, 694.0, 1999.0, 200.0, 2302.0, 95.0, 357.0, 134.0, 44.0, 2820.0, 125.0, 221.0, 553.0, 13597.0, 1667.0, 616.0, 3153.0, 219.0, 987.0, 2048.0, 284.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[389.0, 174.0, 575.0, 2004.0, 207.0, 2299.0, 57.0, 343.0, 150.0, 65.0, 2754.0, 96.0, 194.0, 323.0, 14411.0, 2405.0, 656.0, 3343.0, 283.0, 950.0, 1948.0, 389.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[456.0, 148.0, 526.0, 1724.0, 265.0, 2249.0, 63.0, 300.0, 177.0, 35.0, 2661.0, 95.0, 185.0, 324.0, 14318.0, 2294.0, 9294.0, 3133.0, 442.0, 1009.0, 2054.0, 398.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0
"[412.0, 144.0, 505.0, 2166.0, 202.0, 2741.0, 58.0, 288.0, 113.0, 65.0, 2971.0, 191.0, 195.0, 419.0, 19099.0, 4725.0, 5402.0, 3395.0, 872.0, 973.0, 2431.0, 590.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[402.0, 150.0, 593.0, 2356.0, 196.0, 2228.0, 94.0, 287.0, 138.0, 34.0, 2876.0, 479.0, 228.0, 437.0, 15338.0, 2210.0, 4581.0, 3216.0, 357.0, 937.0, 2318.0, 428.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[434.0, 156.0, 939.0, 2301.0, 246.0, 2297.0, 229.0, 671.0, 179.0, 52.0, 3048.0, 2424.0, 367.0, 580.0, 16051.0, 1749.0, 4753.0, 4206.0, 377.0, 979.0, 2516.0, 403.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[270.0, 174.0, 648.0, 2189.0, 229.0, 2346.0, 134.0, 335.0, 139.0, 49.0, 2806.0, 1053.0, 226.0, 448.0, 14877.0, 1641.0, 2477.0, 3535.0, 306.0, 937.0, 2158.0, 378.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[518.0, 169.0, 604.0, 1981.0, 199.0, 2100.0, 98.0, 290.0, 114.0, 46.0, 2884.0, 535.0, 183.0, 321.0, 13635.0, 1605.0, 1594.0, 3102.0, 305.0, 913.0, 1956.0, 303.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[387.0, 176.0, 670.0, 1798.0, 243.0, 2008.0, 100.0, 352.0, 90.0, 66.0, 2766.0, 475.0, 141.0, 266.0, 12983.0, 1263.0, 2216.0, 3065.0, 198.0, 949.0, 1842.0, 307.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[299.0, 202.0, 468.0, 1534.0, 329.0, 2073.0, 81.0, 860.0, 100.0, 46.0, 2712.0, 461.0, 156.0, 239.0, 12011.0, 1149.0, 2447.0, 2734.0, 157.0, 797.0, 1766.0, 275.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[257.0, 223.0, 726.0, 2197.0, 251.0, 2524.0, 113.0, 778.0, 99.0, 52.0, 3154.0, 592.0, 172.0, 238.0, 13637.0, 1526.0, 1834.0, 3258.0, 192.0, 969.0, 2359.0, 312.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[198.0, 310.0, 761.0, 2223.0, 227.0, 2434.0, 91.0, 441.0, 81.0, 45.0, 3786.0, 464.0, 166.0, 227.0, 14531.0, 1532.0, 1605.0, 3416.0, 253.0, 1019.0, 2100.0, 310.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[331.0, 2873.0, 920.0, 2506.0, 268.0, 2482.0, 154.0, 471.0, 100.0, 88.0, 3211.0, 595.0, 238.0, 335.0, 14199.0, 1528.0, 1764.0, 3121.0, 343.0, 1035.0, 2002.0, 319.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[360.0, 1007.0, 2137.0, 3065.0, 516.0, 2575.0, 236.0, 634.0, 111.0, 58.0, 2739.0, 559.0, 172.0, 230.0, 13969.0, 1408.0, 1214.0, 3207.0, 303.0, 888.0, 2150.0, 333.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0
"[245.0, 463.0, 1059.0, 2492.0, 385.0, 2439.0, 240.0, 445.0, 132.0, 54.0, 2779.0, 706.0, 171.0, 218.0, 13939.0, 2378.0, 2934.0, 3251.0, 292.0, 902.0, 2020.0, 403.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[263.0, 265.0, 720.0, 2213.0, 276.0, 2428.0, 93.0, 274.0, 95.0, 38.0, 3146.0, 477.0, 182.0, 227.0, 13723.0, 1620.0, 1422.0, 3065.0, 301.0, 876.0, 1881.0, 363.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[320.0, 194.0, 625.0, 1816.0, 485.0, 2313.0, 95.0, 369.0, 129.0, 45.0, 2859.0, 455.0, 182.0, 205.0, 13164.0, 1225.0, 4142.0, 2820.0, 211.0, 797.0, 1708.0, 256.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[278.0, 164.0, 932.0, 2239.0, 694.0, 2457.0, 104.0, 370.0, 126.0, 76.0, 2815.0, 605.0, 202.0, 235.0, 13338.0, 2461.0, 2756.0, 3081.0, 233.0, 997.0, 2059.0, 395.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0
"[230.0, 145.0, 705.0, 2118.0, 395.0, 2297.0, 96.0, 321.0, 121.0, 40.0, 2845.0, 384.0, 363.0, 213.0, 14536.0, 1828.0, 1636.0, 3168.0, 222.0, 956.0, 2037.0, 415.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[165.0, 159.0, 745.0, 2095.0, 295.0, 2066.0, 104.0, 351.0, 103.0, 52.0, 2881.0, 393.0, 211.0, 187.0, 13318.0, 1468.0, 1132.0, 3010.0, 216.0, 863.0, 1992.0, 303.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[211.0, 176.0, 658.0, 1954.0, 226.0, 2215.0, 65.0, 383.0, 126.0, 42.0, 2724.0, 408.0, 167.0, 209.0, 12971.0, 1188.0, 853.0, 2831.0, 269.0, 870.0, 1960.0, 279.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[212.0, 117.0, 553.0, 1861.0, 244.0, 2126.0, 68.0, 322.0, 126.0, 19.0, 2488.0, 400.0, 153.0, 159.0, 12754.0, 1314.0, 777.0, 2809.0, 316.0, 903.0, 1762.0, 305.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0
"[186.0, 121.0, 644.0, 1993.0, 220.0, 2169.0, 68.0, 270.0, 109.0, 55.0, 2551.0, 354.0, 201.0, 147.0, 13031.0, 1400.0, 777.0, 2719.0, 308.0, 933.0, 2027.0, 355.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
"[270.0, 199.0, 586.0, 2257.0, 619.0, 2333.0, 118.0, 339.0, 96.0, 50.0, 2426.0, 394.0, 195.0, 195.0, 12017.0, 3048.0, 2704.0, 2785.0, 203.0, 856.0, 1773.0, 689.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0
"[205.0, 152.0, 571.0, 2182.0, 434.0, 2713.0, 71.0, 343.0, 87.0, 40.0, 2687.0, 380.0, 209.0, 181.0, 12584.0, 3183.0, 994.0, 3041.0, 218.0, 955.0, 1962.0, 716.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
"[1556.0, 244.0, 195.0, 610.0, 78.0, 54.0, 4.0, 27.0, 4378.0, 30.0, 2.0, 61.0, 14.0, 23.0, 1.0, 522.0, 3.0, 21.0, 1275.0, 491.0, 24.0, 28.0, 1.0, 10.0, 1.0, 132.0, 16.0, 42.0, 0.0, 0.0]",72.0
"[1981.0, 259.0, 240.0, 577.0, 57.0, 71.0, 7.0, 20.0, 4792.0, 31.0, 2.0, 82.0, 22.0, 44.0, 0.0, 468.0, 2.0, 20.0, 1198.0, 571.0, 20.0, 25.0, 1.0, 7.0, 1.0, 180.0, 24.0, 42.0, 0.0, 0.0]",46.0
"[1800.0, 261.0, 223.0, 441.0, 68.0, 32.0, 4.0, 30.0, 4872.0, 45.0, 5.0, 68.0, 11.0, 38.0, 0.0, 422.0, 6.0, 18.0, 1239.0, 360.0, 16.0, 19.0, 2.0, 12.0, 1.0, 228.0, 16.0, 22.0, 0.0, 0.0]",39.0
"[1715.0, 270.0, 240.0, 463.0, 92.0, 52.0, 3.0, 23.0, 5710.0, 18.0, 7.0, 74.0, 15.0, 14.0, 0.0, 454.0, 8.0, 28.0, 1212.0, 383.0, 9.0, 18.0, 0.0, 7.0, 1.0, 187.0, 15.0, 36.0, 0.0, 0.0]",40.0
"[1776.0, 219.0, 256.0, 439.0, 61.0, 55.0, 2.0, 37.0, 4933.0, 34.0, 6.0, 61.0, 15.0, 19.0, 1.0, 434.0, 2.0, 21.0, 1095.0, 346.0, 12.0, 13.0, 0.0, 4.0, 1.0, 232.0, 20.0, 32.0, 0.0, 0.0]",30.0
"[1481.0, 250.0, 216.0, 346.0, 72.0, 43.0, 9.0, 19.0, 4259.0, 24.0, 7.0, 59.0, 26.0, 30.0, 0.0, 463.0, 2.0, 12.0, 1218.0, 334.0, 13.0, 19.0, 0.0, 3.0, 0.0, 210.0, 17.0, 33.0, 0.0, 0.0]",47.0
"[1526.0, 199.0, 190.0, 428.0, 61.0, 44.0, 5.0, 18.0, 4726.0, 25.0, 4.0, 45.0, 14.0, 19.0, 0.0, 495.0, 4.0, 10.0, 887.0, 391.0, 10.0, 15.0, 1.0, 6.0, 0.0, 198.0, 13.0, 28.0, 0.0, 0.0]",76.0
"[1549.0, 201.0, 224.0, 658.0, 60.0, 69.0, 5.0, 25.0, 5159.0, 19.0, 8.0, 62.0, 19.0, 54.0, 3.0, 497.0, 7.0, 21.0, 986.0, 391.0, 14.0, 25.0, 9.0, 6.0, 1.0, 140.0, 21.0, 36.0, 0.0, 0.0]",58.0
"[1689.0, 201.0, 230.0, 549.0, 90.0, 76.0, 0.0, 27.0, 5236.0, 16.0, 6.0, 74.0, 15.0, 66.0, 0.0, 545.0, 5.0, 11.0, 1076.0, 515.0, 19.0, 15.0, 1.0, 10.0, 0.0, 154.0, 14.0, 23.0, 0.0, 0.0]",56.0
"[1727.0, 230.0, 235.0, 369.0, 82.0, 62.0, 3.0, 22.0, 4815.0, 27.0, 5.0, 53.0, 18.0, 36.0, 0.0, 550.0, 1.0, 17.0, 946.0, 461.0, 28.0, 21.0, 0.0, 8.0, 0.0, 212.0, 12.0, 33.0, 0.0, 0.0]",51.0
"[1583.0, 183.0, 257.0, 329.0, 67.0, 57.0, 4.0, 19.0, 4433.0, 20.0, 6.0, 59.0, 22.0, 35.0, 2.0, 507.0, 7.0, 19.0, 788.0, 414.0, 11.0, 20.0, 3.0, 7.0, 2.0, 226.0, 26.0, 21.0, 0.0, 0.0]",43.0
"[1565.0, 218.0, 203.0, 338.0, 94.0, 59.0, 11.0, 26.0, 4465.0, 27.0, 5.0, 51.0, 17.0, 38.0, 1.0, 513.0, 4.0, 16.0, 783.0, 440.0, 24.0, 15.0, 1.0, 11.0, 1.0, 190.0, 21.0, 29.0, 0.0, 0.0]",21.0
"[1679.0, 199.0, 209.0, 489.0, 88.0, 37.0, 3.0, 27.0, 4274.0, 15.0, 3.0, 73.0, 17.0, 29.0, 0.0, 510.0, 5.0, 25.0, 800.0, 461.0, 13.0, 25.0, 1.0, 7.0, 2.0, 225.0, 24.0, 24.0, 0.0, 0.0]",37.0
"[1550.0, 197.0, 207.0, 446.0, 73.0, 50.0, 4.0, 27.0, 4367.0, 23.0, 4.0, 77.0, 19.0, 55.0, 0.0, 638.0, 2.0, 27.0, 1241.0, 617.0, 17.0, 25.0, 2.0, 10.0, 1.0, 192.0, 24.0, 21.0, 0.0, 0.0]",51.0
"[1477.0, 200.0, 262.0, 489.0, 73.0, 61.0, 6.0, 26.0, 4212.0, 12.0, 4.0, 62.0, 15.0, 57.0, 2.0, 608.0, 6.0, 26.0, 1676.0, 889.0, 27.0, 22.0, 2.0, 7.0, 0.0, 161.0, 23.0, 28.0, 0.0, 0.0]",51.0
"[1832.0, 226.0, 191.0, 687.0, 86.0, 63.0, 8.0, 25.0, 5085.0, 12.0, 2.0, 80.0, 27.0, 51.0, 1.0, 564.0, 7.0, 26.0, 1645.0, 595.0, 19.0, 27.0, 0.0, 20.0, 2.0, 165.0, 18.0, 27.0, 0.0, 0.0]",68.0
"[1564.0, 174.0, 198.0, 475.0, 50.0, 50.0, 7.0, 24.0, 4597.0, 14.0, 4.0, 65.0, 20.0, 39.0, 0.0, 620.0, 1.0, 18.0, 964.0, 522.0, 11.0, 9.0, 3.0, 6.0, 1.0, 230.0, 23.0, 29.0, 0.0, 0.0]",74.0
"[1774.0, 166.0, 194.0, 401.0, 80.0, 53.0, 1.0, 20.0, 4310.0, 21.0, 6.0, 61.0, 23.0, 48.0, 0.0, 593.0, 2.0, 23.0, 719.0, 398.0, 10.0, 13.0, 0.0, 9.0, 1.0, 231.0, 27.0, 20.0, 0.0, 0.0]",46.0
"[1676.0, 198.0, 186.0, 387.0, 79.0, 35.0, 7.0, 21.0, 4621.0, 15.0, 3.0, 86.0, 18.0, 43.0, 2.0, 636.0, 7.0, 23.0, 785.0, 361.0, 19.0, 10.0, 0.0, 6.0, 2.0, 184.0, 25.0, 32.0, 0.0, 0.0]",46.0
"[1591.0, 189.0, 199.0, 668.0, 60.0, 60.0, 6.0, 13.0, 4437.0, 12.0, 3.0, 62.0, 10.0, 25.0, 1.0, 501.0, 4.0, 18.0, 794.0, 563.0, 13.0, 17.0, 4.0, 3.0, 1.0, 185.0, 31.0, 46.0, 0.0, 0.0]",39.0
"[1674.0, 175.0, 229.0, 4514.0, 72.0, 70.0, 9.0, 17.0, 4531.0, 9.0, 3.0, 74.0, 18.0, 35.0, 2.0, 665.0, 2.0, 18.0, 984.0, 440.0, 8.0, 24.0, 1.0, 14.0, 0.0, 180.0, 16.0, 35.0, 0.0, 0.0]",43.0
"[1737.0, 210.0, 208.0, 1883.0, 78.0, 62.0, 14.0, 29.0, 4497.0, 10.0, 1.0, 96.0, 28.0, 46.0, 0.0, 637.0, 3.0, 24.0, 1054.0, 645.0, 22.0, 19.0, 0.0, 12.0, 2.0, 147.0, 13.0, 33.0, 0.0, 0.0]",61.0
"[2050.0, 226.0, 229.0, 947.0, 76.0, 61.0, 6.0, 22.0, 5021.0, 13.0, 2.0, 78.0, 16.0, 40.0, 0.0, 733.0, 3.0, 21.0, 1045.0, 457.0, 15.0, 18.0, 0.0, 9.0, 2.0, 170.0, 23.0, 36.0, 0.0, 0.0]",42.0
"[1938.0, 189.0, 217.0, 532.0, 80.0, 57.0, 3.0, 25.0, 4886.0, 17.0, 7.0, 67.0, 15.0, 36.0, 1.0, 619.0, 4.0, 17.0, 792.0, 333.0, 14.0, 13.0, 0.0, 4.0, 0.0, 227.0, 28.0, 24.0, 0.0, 0.0]",50.0
"[1719.0, 183.0, 194.0, 528.0, 72.0, 51.0, 3.0, 24.0, 4604.0, 16.0, 7.0, 57.0, 20.0, 33.0, 2.0, 553.0, 2.0, 16.0, 775.0, 354.0, 19.0, 18.0, 0.0, 9.0, 1.0, 215.0, 43.0, 26.0, 0.0, 0.0]",34.0
"[1684.0, 244.0, 301.0, 588.0, 73.0, 69.0, 2.0, 23.0, 4751.0, 16.0, 8.0, 65.0, 17.0, 36.0, 1.0, 688.0, 2.0, 24.0, 886.0, 397.0, 16.0, 22.0, 4.0, 10.0, 1.0, 199.0, 38.0, 33.0, 0.0, 0.0]",55.0
"[1741.0, 218.0, 220.0, 781.0, 76.0, 59.0, 4.0, 31.0, 4446.0, 24.0, 10.0, 55.0, 20.0, 34.0, 1.0, 861.0, 4.0, 21.0, 891.0, 433.0, 14.0, 20.0, 0.0, 9.0, 0.0, 211.0, 36.0, 23.0, 0.0, 0.0]",46.0
"[1656.0, 214.0, 226.0, 568.0, 51.0, 47.0, 3.0, 36.0, 4461.0, 16.0, 4.0, 75.0, 24.0, 30.0, 0.0, 721.0, 4.0, 22.0, 911.0, 435.0, 19.0, 13.0, 0.0, 7.0, 0.0, 190.0, 31.0, 26.0, 0.0, 0.0]",53.0
"[1717.0, 226.0, 250.0, 561.0, 64.0, 59.0, 1.0, 29.0, 4310.0, 11.0, 4.0, 63.0, 21.0, 36.0, 1.0, 714.0, 2.0, 19.0, 1038.0, 473.0, 15.0, 19.0, 1.0, 19.0, 4.0, 190.0, 22.0, 31.0, 0.0, 0.0]",64.0
"[1921.0, 249.0, 211.0, 508.0, 71.0, 61.0, 3.0, 32.0, 4932.0, 27.0, 5.0, 78.0, 20.0, 36.0, 3.0, 752.0, 9.0, 25.0, 948.0, 483.0, 8.0, 15.0, 0.0, 3.0, 4.0, 200.0, 10.0, 24.0, 0.0, 0.0]",54.0
"[2134.0, 197.0, 226.0, 364.0, 70.0, 49.0, 4.0, 25.0, 4365.0, 18.0, 3.0, 57.0, 21.0, 37.0, 2.0, 686.0, 2.0, 15.0, 772.0, 310.0, 10.0, 23.0, 1.0, 4.0, 0.0, 280.0, 27.0, 26.0, 0.0, 0.0]",52.0
"[1772.0, 167.0, 250.0, 366.0, 111.0, 36.0, 7.0, 14.0, 4350.0, 13.0, 5.0, 47.0, 25.0, 23.0, 2.0, 643.0, 2.0, 16.0, 786.0, 360.0, 12.0, 15.0, 2.0, 7.0, 1.0, 226.0, 16.0, 25.0, 0.0, 0.0]",39.0
"[1647.0, 239.0, 250.0, 343.0, 88.0, 65.0, 6.0, 24.0, 4537.0, 17.0, 10.0, 46.0, 23.0, 32.0, 1.0, 603.0, 3.0, 27.0, 779.0, 364.0, 10.0, 17.0, 1.0, 10.0, 0.0, 208.0, 34.0, 20.0, 0.0, 0.0]",32.0
"[1576.0, 182.0, 258.0, 408.0, 48.0, 44.0, 5.0, 33.0, 4098.0, 18.0, 3.0, 53.0, 26.0, 28.0, 1.0, 444.0, 6.0, 25.0, 832.0, 349.0, 15.0, 30.0, 0.0, 5.0, 1.0, 249.0, 14.0, 28.0, 0.0, 0.0]",47.0
"[1825.0, 204.0, 213.0, 470.0, 74.0, 60.0, 4.0, 36.0, 4129.0, 10.0, 4.0, 66.0, 19.0, 28.0, 2.0, 426.0, 8.0, 23.0, 1028.0, 448.0, 14.0, 20.0, 1.0, 8.0, 0.0, 226.0, 52.0, 36.0, 0.0, 0.0]",49.0
"[1710.0, 216.0, 217.0, 470.0, 52.0, 75.0, 1.0, 19.0, 4489.0, 17.0, 3.0, 66.0, 27.0, 19.0, 1.0, 444.0, 5.0, 18.0, 1997.0, 516.0, 8.0, 18.0, 0.0, 4.0, 3.0, 139.0, 18.0, 58.0, 0.0, 0.0]",47.0
"[2077.0, 212.0, 245.0, 513.0, 65.0, 48.0, 0.0, 37.0, 5181.0, 24.0, 6.0, 82.0, 19.0, 37.0, 1.0, 423.0, 6.0, 41.0, 1396.0, 548.0, 6.0, 21.0, 0.0, 11.0, 1.0, 181.0, 26.0, 27.0, 0.0, 0.0]",62.0
"[1751.0, 192.0, 228.0, 320.0, 62.0, 71.0, 3.0, 19.0, 4556.0, 10.0, 7.0, 50.0, 22.0, 28.0, 2.0, 406.0, 4.0, 21.0, 978.0, 389.0, 12.0, 14.0, 0.0, 13.0, 1.0, 242.0, 33.0, 33.0, 0.0, 0.0]",50.0
"[1813.0, 208.0, 212.0, 374.0, 72.0, 63.0, 5.0, 29.0, 4679.0, 13.0, 2.0, 46.0, 95.0, 37.0, 1.0, 430.0, 5.0, 23.0, 889.0, 343.0, 6.0, 19.0, 1.0, 6.0, 0.0, 203.0, 22.0, 28.0, 0.0, 0.0]",53.0
"[2053.0, 197.0, 267.0, 363.0, 119.0, 57.0, 0.0, 25.0, 4839.0, 15.0, 5.0, 66.0, 101.0, 26.0, 2.0, 393.0, 7.0, 25.0, 1014.0, 414.0, 13.0, 18.0, 0.0, 7.0, 2.0, 214.0, 34.0, 42.0, 0.0, 0.0]",54.0
"[1775.0, 195.0, 200.0, 301.0, 60.0, 41.0, 2.0, 33.0, 4690.0, 20.0, 3.0, 69.0, 62.0, 27.0, 2.0, 374.0, 4.0, 8.0, 846.0, 320.0, 8.0, 17.0, 0.0, 5.0, 1.0, 220.0, 25.0, 28.0, 0.0, 0.0]",70.0
"[1886.0, 236.0, 228.0, 360.0, 76.0, 54.0, 3.0, 17.0, 4564.0, 10.0, 3.0, 69.0, 37.0, 39.0, 1.0, 574.0, 4.0, 13.0, 1040.0, 409.0, 15.0, 20.0, 1.0, 6.0, 1.0, 191.0, 7.0, 24.0, 0.0, 0.0]",59.0
"[1774.0, 213.0, 265.0, 428.0, 48.0, 69.0, 1.0, 19.0, 4260.0, 12.0, 4.0, 76.0, 26.0, 34.0, 1.0, 629.0, 8.0, 15.0, 1085.0, 520.0, 15.0, 24.0, 0.0, 11.0, 1.0, 184.0, 20.0, 37.0, 0.0, 0.0]",41.0
"[4828.0, 223.0, 206.0, 430.0, 59.0, 74.0, 6.0, 32.0, 4779.0, 14.0, 5.0, 66.0, 38.0, 42.0, 0.0, 589.0, 6.0, 24.0, 1140.0, 479.0, 6.0, 19.0, 0.0, 7.0, 1.0, 166.0, 23.0, 29.0, 0.0, 0.0]",60.0
"[2042.0, 199.0, 238.0, 313.0, 90.0, 51.0, 3.0, 19.0, 4702.0, 17.0, 3.0, 81.0, 22.0, 34.0, 2.0, 414.0, 7.0, 17.0, 913.0, 375.0, 5.0, 15.0, 0.0, 13.0, 0.0, 215.0, 34.0, 37.0, 0.0, 0.0]",53.0
"[2098.0, 178.0, 282.0, 355.0, 72.0, 47.0, 11.0, 18.0, 4759.0, 16.0, 1.0, 53.0, 40.0, 35.0, 1.0, 516.0, 5.0, 17.0, 902.0, 343.0, 3.0, 18.0, 0.0, 8.0, 0.0, 212.0, 40.0, 16.0, 0.0, 0.0]",55.0
"[1780.0, 175.0, 257.0, 332.0, 66.0, 116.0, 2.0, 28.0, 4323.0, 10.0, 6.0, 47.0, 39.0, 27.0, 0.0, 407.0, 9.0, 17.0, 952.0, 399.0, 10.0, 12.0, 2.0, 12.0, 3.0, 245.0, 36.0, 35.0, 0.0, 0.0]",87.0
"[1817.0, 199.0, 237.0, 344.0, 96.0, 77.0, 5.0, 24.0, 4849.0, 19.0, 4.0, 51.0, 32.0, 40.0, 0.0, 426.0, 8.0, 25.0, 836.0, 509.0, 11.0, 24.0, 0.0, 10.0, 1.0, 200.0, 38.0, 37.0, 0.0, 0.0]",162.0
"[1707.0, 212.0, 202.0, 377.0, 48.0, 66.0, 2.0, 24.0, 4248.0, 21.0, 7.0, 77.0, 25.0, 28.0, 2.0, 380.0, 2.0, 27.0, 952.0, 462.0, 10.0, 26.0, 2.0, 13.0, 2.0, 171.0, 24.0, 54.0, 0.0, 0.0]",191.0
"[1538.0, 190.0, 195.0, 362.0, 47.0, 73.0, 3.0, 15.0, 4422.0, 16.0, 7.0, 50.0, 21.0, 32.0, 0.0, 481.0, 4.0, 17.0, 1129.0, 522.0, 9.0, 17.0, 0.0, 4.0, 0.0, 154.0, 16.0, 44.0, 0.0, 0.0]",52.0
"[1942.0, 211.0, 220.0, 368.0, 60.0, 118.0, 4.0, 11.0, 5344.0, 8.0, 4.0, 79.0, 27.0, 34.0, 0.0, 476.0, 2.0, 26.0, 1315.0, 499.0, 8.0, 19.0, 0.0, 4.0, 0.0, 168.0, 26.0, 47.0, 0.0, 0.0]",55.0
"[1923.0, 229.0, 257.0, 253.0, 103.0, 61.0, 6.0, 28.0, 5504.0, 24.0, 8.0, 69.0, 22.0, 20.0, 1.0, 402.0, 2.0, 16.0, 1008.0, 351.0, 8.0, 12.0, 0.0, 12.0, 1.0, 272.0, 30.0, 47.0, 0.0, 0.0]",57.0
"[2008.0, 233.0, 229.0, 308.0, 83.0, 52.0, 3.0, 142.0, 5171.0, 24.0, 3.0, 46.0, 37.0, 29.0, 3.0, 381.0, 2.0, 17.0, 928.0, 397.0, 11.0, 17.0, 2.0, 15.0, 0.0, 253.0, 44.0, 39.0, 0.0, 0.0]",73.0
"[1848.0, 208.0, 232.0, 449.0, 53.0, 64.0, 4.0, 22.0, 5074.0, 22.0, 7.0, 44.0, 45.0, 26.0, 1.0, 391.0, 5.0, 17.0, 805.0, 412.0, 12.0, 10.0, 1.0, 5.0, 0.0, 234.0, 51.0, 41.0, 0.0, 0.0]",50.0
"[1788.0, 227.0, 220.0, 334.0, 73.0, 50.0, 7.0, 24.0, 5092.0, 17.0, 13.0, 57.0, 24.0, 21.0, 0.0, 397.0, 2.0, 14.0, 942.0, 391.0, 6.0, 23.0, 0.0, 10.0, 1.0, 246.0, 51.0, 44.0, 0.0, 0.0]",58.0
"[1735.0, 250.0, 195.0, 356.0, 73.0, 55.0, 2.0, 12.0, 4830.0, 7.0, 5.0, 72.0, 31.0, 41.0, 31.0, 484.0, 3.0, 13.0, 1090.0, 494.0, 6.0, 19.0, 1.0, 7.0, 2.0, 175.0, 33.0, 36.0, 0.0, 0.0]",75.0
"[1657.0, 210.0, 218.0, 365.0, 58.0, 103.0, 2.0, 22.0, 4631.0, 9.0, 8.0, 60.0, 38.0, 35.0, 3.0, 450.0, 7.0, 17.0, 1048.0, 473.0, 10.0, 21.0, 1.0, 4.0, 1.0, 149.0, 42.0, 28.0, 0.0, 0.0]",56.0
"[2336.0, 266.0, 249.0, 423.0, 58.0, 78.0, 3.0, 33.0, 5526.0, 17.0, 9.0, 83.0, 33.0, 34.0, 0.0, 481.0, 1.0, 20.0, 1098.0, 490.0, 15.0, 23.0, 1.0, 18.0, 0.0, 141.0, 33.0, 49.0, 0.0, 0.0]",60.0
"[2130.0, 214.0, 213.0, 323.0, 63.0, 35.0, 3.0, 28.0, 5030.0, 19.0, 3.0, 53.0, 46.0, 47.0, 0.0, 401.0, 2.0, 14.0, 822.0, 458.0, 10.0, 15.0, 0.0, 10.0, 4.0, 206.0, 55.0, 30.0, 0.0, 0.0]",77.0
"[2152.0, 239.0, 256.0, 316.0, 76.0, 55.0, 4.0, 18.0, 4925.0, 18.0, 4.0, 52.0, 31.0, 29.0, 0.0, 444.0, 3.0, 21.0, 835.0, 377.0, 9.0, 15.0, 0.0, 7.0, 0.0, 194.0, 44.0, 28.0, 0.0, 0.0]",81.0
